evidence,matched_node,paper_id,ppr,rank,reviewer,status,title
"The following works might help contextualize the effect of demonstrations on in-context learning: https://arxiv.org/abs/2303.03846, https://arxiv.org/abs/2305.09731

Though more recent than your submission, these works discuss using larger context windows to fit more in-context learning examples which would remove the need for selection of examples: https://cdn.sanity.io/files/4zrzovbb/website/af5633c94ed2beb282f6a53c595eb437e8e7b630.pdf, https://arxiv.org/abs/2405.00200",,97,,,eqv9bOY2ln,not_in_pool_after_cutoff,https://arxiv.org/abs/2405.00200
"Please include the works [1,2,3]",,102,,,APwLYRglEK,not_in_pool_after_cutoff,"Chen, Weiqing, Pengzhi Zhang, Tu N. Tran et al. ""A visual–omics foundation model to bridge histopathology with spatial transcriptomics."" Nature Methods (2025): 1-15."
"Please include the works [1,2,3]",,102,,,APwLYRglEK,not_in_pool_after_cutoff,"Lyu, Weimin, Qingqiao Hu, Kehan Qi et al. ""Efficient Whole Slide Pathology VQA via Token Compression."" arXiv preprint arXiv:2507.14497 (2025)."
"Please include the works [1,2,3]",,102,,,APwLYRglEK,not_in_pool_after_cutoff,"Tran, Manuel, Paul Schmidle, Ruifeng Ray Guo et al. ""Generating dermatopathology reports from gigapixel whole slide images with HistoGPT."" Nature Communications 16, no. 1 (2025): 4886."
"For example, ""However, the work lacks a comparison with diffusion-based models like TabDDPM ...""* neither TabDDPM nor the specifics of diffusion techniques have been discussed",,105,,,Y90Vb8R1sn,not_in_pool_after_cutoff,TabDDPM
"Since EHR data corresponds to clinical events with timestamps, there is a natural sequential, partial ordering that can be used quite effectively for deep learning based approaches that consistently outperform XGBoost methods (BERT-style): BEHRT [1], Med-BERT [2], (GPT-style): CLMBR [3], (T5-style): TransformEHR [4].",,105,,,Y90Vb8R1sn,not_in_pool_after_cutoff,BEHRT: transformer for electronic health records
"Since EHR data corresponds to clinical events with timestamps, there is a natural sequential, partial ordering that can be used quite effectively for deep learning based approaches that consistently outperform XGBoost methods (BERT-style): BEHRT [1], Med-BERT [2], (GPT-style): CLMBR [3], (T5-style): TransformEHR [4].",,105,,,Y90Vb8R1sn,not_in_pool_after_cutoff,Med-BERT: pretrained contextualized embeddings on large-scale structured electronic health records for disease prediction
"Since EHR data corresponds to clinical events with timestamps, there is a natural sequential, partial ordering that can be used quite effectively for deep learning based approaches that consistently outperform XGBoost methods (BERT-style): BEHRT [1], Med-BERT [2], (GPT-style): CLMBR [3], (T5-style): TransformEHR [4].",,105,,,Y90Vb8R1sn,not_in_pool_after_cutoff,Language models are an effective representation learning technique for electronic health record data
"Since EHR data corresponds to clinical events with timestamps, there is a natural sequential, partial ordering that can be used quite effectively for deep learning based approaches that consistently outperform XGBoost methods (BERT-style): BEHRT [1], Med-BERT [2], (GPT-style): CLMBR [3], (T5-style): TransformEHR [4].",,105,,,Y90Vb8R1sn,not_in_pool_after_cutoff,TransformEHR: transformer-based encoder-decoder generative model to enhance prediction of disease outcomes using electronic health records
"a number of followup works are not addressed in this paper (e.g. further versions of MobileNet and Yolo — e.g. Yolo v5, mobilenet v3 — and these choices to omit certain architectures should be explained)",,106,,,N7aloTQpcP,not_in_pool_after_cutoff,Yolo v5
"a number of followup works are not addressed in this paper (e.g. further versions of MobileNet and Yolo — e.g. Yolo v5, mobilenet v3 — and these choices to omit certain architectures should be explained)",,106,,,N7aloTQpcP,not_in_pool_after_cutoff,mobilenet v3
"Moreover, A few important works are not included. For example, a big part of score-based approaches on dynamic programming and integer programming causal discovery algorithms are not discussed (they are the state of the art methods in exact causal discovery learning). Popular CAM method (which include PNS) is not discussed. DAG-NoFear, which highlights the limitation of gradient-based methods, is not discussed.",,108,,,zE4a7GfAFJ,not_in_pool_after_cutoff,CAM method (which includes PNS)
"Moreover, A few important works are not included. For example, a big part of score-based approaches on dynamic programming and integer programming causal discovery algorithms are not discussed (they are the state of the art methods in exact causal discovery learning). Popular CAM method (which include PNS) is not discussed. DAG-NoFear, which highlights the limitation of gradient-based methods, is not discussed.",,108,,,zE4a7GfAFJ,not_in_pool_after_cutoff,DAG-NoFear
"The section regarding Quantifying Memorization seems to lack additional details. For example, several papers regarding discoverable memorization are not discussed [1, 2, 3].",,112,,,6ZSb6n5lVi,not_in_pool_after_cutoff,"Quantifying Memorization Across Neural Language Models, ICLR 2023"
"The section regarding Quantifying Memorization seems to lack additional details. For example, several papers regarding discoverable memorization are not discussed [1, 2, 3].",,112,,,6ZSb6n5lVi,not_in_pool_after_cutoff,"Controlling the extraction of memorized data from large language models via prompt-tuning, ACL 2023"
"The section regarding Quantifying Memorization seems to lack additional details. For example, several papers regarding discoverable memorization are not discussed [1, 2, 3].",,112,,,6ZSb6n5lVi,not_in_pool_after_cutoff,"Unlocking Memorization in Large Language Models with Dynamic Soft Prompting, EMNLP 2024"
"several relevant survey works on data contamination appear missing from the discussion: [1] (accepted in 2024), [2] (2025 preprint).",,112,,,f4qo1vzZ94,not_in_pool_after_cutoff,"Deng, C., Zhao, Y., Heng, Y., Li, Y., Cao, J., Tang, X., & Cohan, A. (2024). Unveiling the Spectrum of Data Contamination in Language Model: A Survey from Detection to Remediation. In Findings of the Association for Computational Linguistics ACL 2024 (pp. 16078-16092)."
"several relevant survey works on data contamination appear missing from the discussion: [1] (accepted in 2024), [2] (2025 preprint).",W4407806804,112,0.0,154,f4qo1vzZ94,pool_candidate,"Cheng, Y., Chang, Y., & Wu, Y. (2025). A Survey on Data Contamination for Large Language Models. arXiv preprint arXiv:2502.14425."
"Some other references that could be useful: [1], [2] (benchmarks), [3]",,113,,,cpHGQgR8w1,already_cited,Open-Ended Instructable Embodied Agents with Memory-Augmented Large Language Models
"Some other references that could be useful: [1], [2] (benchmarks), [3]",,113,,,cpHGQgR8w1,not_in_pool_after_cutoff,"Behavior-1k: A benchmark for embodied ai with 1,000 everyday activities and realistic simulation"
"Some other references that could be useful: [1], [2] (benchmarks), [3]",,113,,,cpHGQgR8w1,already_cited,Code as policies: Language model programs for embodied control
Provide some references for the definition of PII. I would suggest the NIST and GDPR definitions,,114,,,2vfWGIEBHk,not_in_pool_after_cutoff,NIST definition of PII
Provide some references for the definition of PII. I would suggest the NIST and GDPR definitions,,114,,,2vfWGIEBHk,not_in_pool_after_cutoff,GDPR definition of PII
I would suggest (Gentry 2009) as a reference for homomorphic encryption,,114,,,2vfWGIEBHk,not_in_pool_after_cutoff,Gentry 2009
"For oblivious transfer, I would suggest (Michael O. Rabin, 1981), (Even, Goldreich, Lempel, 1985), or (Brassard, Crépeau, Robert 1986)",,114,,,2vfWGIEBHk,not_in_pool_after_cutoff,"Michael O. Rabin, 1981"
"For oblivious transfer, I would suggest (Michael O. Rabin, 1981), (Even, Goldreich, Lempel, 1985), or (Brassard, Crépeau, Robert 1986)",,114,,,2vfWGIEBHk,not_in_pool_after_cutoff,"Even, Goldreich, Lempel, 1985"
"For oblivious transfer, I would suggest (Michael O. Rabin, 1981), (Even, Goldreich, Lempel, 1985), or (Brassard, Crépeau, Robert 1986)",,114,,,2vfWGIEBHk,not_in_pool_after_cutoff,"Brassard, Crépeau, Robert 1986"
"Some articles about autosurvey are not included in the evaluation such as SurveyForge [A], SurveyX [B].",,130,,,EABM8ybIcA,not_in_pool_after_cutoff,"Surveyforge: On the outline heuristics, memory-driven generation, and multi-dimensional evaluation for automated survey writing"
"Some articles about autosurvey are not included in the evaluation such as SurveyForge [A], SurveyX [B].",,130,,,EABM8ybIcA,not_in_pool_after_cutoff,Surveyx: Academic survey automation via large language models
"I think that the authors missed this citation: Kim, Jungtaek, Seungjin Choi, and Minsu Cho. ""Combinatorial Bayesian optimization with random mapping functions to convex polytopes."" Uncertainty in Artificial Intelligence. PMLR, 2022.",W4320473438,132,0.0,165,bvOwYDSrJL,pool_candidate,"Kim, Jungtaek, Seungjin Choi, and Minsu Cho. ""Combinatorial Bayesian optimization with random mapping functions to convex polytopes."" Uncertainty in Artificial Intelligence. PMLR, 2022."
"Additionally, the author overlooks the inclusion of several crucial references pertinent to self-training. It is advised that the author rectify the formatting of the references and supplement the paper with the relevant omitted literature. [a] Self-training with noisy student improves imagenet classification. CVPR 2020 [b] Multi-task self-training for learning general representations. ICCV 2021",,133,,,UHc7Cx1gvf,not_in_pool_after_cutoff,Self-training with noisy student improves imagenet classification. CVPR 2020
"Additionally, the author overlooks the inclusion of several crucial references pertinent to self-training. It is advised that the author rectify the formatting of the references and supplement the paper with the relevant omitted literature. [a] Self-training with noisy student improves imagenet classification. CVPR 2020 [b] Multi-task self-training for learning general representations. ICCV 2021",,133,,,UHc7Cx1gvf,not_in_pool_after_cutoff,Multi-task self-training for learning general representations. ICCV 2021
"The survey does not include faithfulness in the context of data-to-text. 

Handling Divergent Reference Texts when Evaluating Table-to-Text Generation
https://arxiv.org/pdf/1906.01081",,134,,,7jQHbSVwDK,not_in_pool_after_cutoff,Handling Divergent Reference Texts when Evaluating Table-to-Text Generation
"Missing references:

Language Models (Mostly) Know What They Know (LLm-based, self-consistency)
https://arxiv.org/abs/2207.05221

Leveraging Entailment Judgements in Cross-Lingual Summarisation (multi-lingual, hallucination evaluation cross-language)
https://aclanthology.org/2024.findings-acl.862/

Fine-grained natural language inference based faithfulness evaluation for diverse summarisation tasks (NLI, SF based, finer granularity)
https://aclanthology.org/2024.eacl-long.102/

The Hallucinations Leaderboard--An Open Effort to Measure Hallucinations in Large Language Models (Emerging Hallucination Types, LLMs/Tasks leaderboard)
https://arxiv.org/pdf/2404.05904?

Uncertainty Quantification in Retrieval Augmented Question Answering (hallucinations in RAG QA via uncertainty)
https://arxiv.org/pdf/2502.18108?",,134,,,7jQHbSVwDK,not_in_pool_after_cutoff,Language Models (Mostly) Know What They Know
"Missing references:

Language Models (Mostly) Know What They Know (LLm-based, self-consistency)
https://arxiv.org/abs/2207.05221

Leveraging Entailment Judgements in Cross-Lingual Summarisation (multi-lingual, hallucination evaluation cross-language)
https://aclanthology.org/2024.findings-acl.862/

Fine-grained natural language inference based faithfulness evaluation for diverse summarisation tasks (NLI, SF based, finer granularity)
https://aclanthology.org/2024.eacl-long.102/

The Hallucinations Leaderboard--An Open Effort to Measure Hallucinations in Large Language Models (Emerging Hallucination Types, LLMs/Tasks leaderboard)
https://arxiv.org/pdf/2404.05904?

Uncertainty Quantification in Retrieval Augmented Question Answering (hallucinations in RAG QA via uncertainty)
https://arxiv.org/pdf/2502.18108?",,134,,,7jQHbSVwDK,not_in_pool_after_cutoff,Leveraging Entailment Judgements in Cross-Lingual Summarisation
"Missing references:

Language Models (Mostly) Know What They Know (LLm-based, self-consistency)
https://arxiv.org/abs/2207.05221

Leveraging Entailment Judgements in Cross-Lingual Summarisation (multi-lingual, hallucination evaluation cross-language)
https://aclanthology.org/2024.findings-acl.862/

Fine-grained natural language inference based faithfulness evaluation for diverse summarisation tasks (NLI, SF based, finer granularity)
https://aclanthology.org/2024.eacl-long.102/

The Hallucinations Leaderboard--An Open Effort to Measure Hallucinations in Large Language Models (Emerging Hallucination Types, LLMs/Tasks leaderboard)
https://arxiv.org/pdf/2404.05904?

Uncertainty Quantification in Retrieval Augmented Question Answering (hallucinations in RAG QA via uncertainty)
https://arxiv.org/pdf/2502.18108?",,134,,,7jQHbSVwDK,not_in_pool_after_cutoff,Fine-grained natural language inference based faithfulness evaluation for diverse summarisation tasks
"Missing references:

Language Models (Mostly) Know What They Know (LLm-based, self-consistency)
https://arxiv.org/abs/2207.05221

Leveraging Entailment Judgements in Cross-Lingual Summarisation (multi-lingual, hallucination evaluation cross-language)
https://aclanthology.org/2024.findings-acl.862/

Fine-grained natural language inference based faithfulness evaluation for diverse summarisation tasks (NLI, SF based, finer granularity)
https://aclanthology.org/2024.eacl-long.102/

The Hallucinations Leaderboard--An Open Effort to Measure Hallucinations in Large Language Models (Emerging Hallucination Types, LLMs/Tasks leaderboard)
https://arxiv.org/pdf/2404.05904?

Uncertainty Quantification in Retrieval Augmented Question Answering (hallucinations in RAG QA via uncertainty)
https://arxiv.org/pdf/2502.18108?",,134,,,7jQHbSVwDK,not_in_pool_after_cutoff,The Hallucinations Leaderboard--An Open Effort to Measure Hallucinations in Large Language Models
"Missing references:

Language Models (Mostly) Know What They Know (LLm-based, self-consistency)
https://arxiv.org/abs/2207.05221

Leveraging Entailment Judgements in Cross-Lingual Summarisation (multi-lingual, hallucination evaluation cross-language)
https://aclanthology.org/2024.findings-acl.862/

Fine-grained natural language inference based faithfulness evaluation for diverse summarisation tasks (NLI, SF based, finer granularity)
https://aclanthology.org/2024.eacl-long.102/

The Hallucinations Leaderboard--An Open Effort to Measure Hallucinations in Large Language Models (Emerging Hallucination Types, LLMs/Tasks leaderboard)
https://arxiv.org/pdf/2404.05904?

Uncertainty Quantification in Retrieval Augmented Question Answering (hallucinations in RAG QA via uncertainty)
https://arxiv.org/pdf/2502.18108?",,134,,,7jQHbSVwDK,not_in_pool_after_cutoff,Uncertainty Quantification in Retrieval Augmented Question Answering
"The survey is very much focused on generative models and misses on some interesting papers that are more focused on learning representations and world models rather than generating pixels:

 * GAIA-1: A Generative World Model for Autonomous Driving, https://arxiv.org/abs/2309.17080. This paper presents in my opinion one of the most interesting auto-regressive world models. The model is trained on unlabelled driving data and can predict many time-consistent frames into the future starting from a context.

 * The AIM serie: Scalable Pre-training of Large Autoregressive Image Models, https://arxiv.org/abs/2401.08541, Multimodal Autoregressive Pre-training of Large Vision Encoders, https://arxiv.org/abs/2411.14402. These papers demonstrate the power of self-supervised learning and auto-regressive models to learn strong visual representations.",W4387294122,135,0.0,164,kZbLRG4FbS,pool_candidate,GAIA-1: A Generative World Model for Autonomous Driving
"The survey is very much focused on generative models and misses on some interesting papers that are more focused on learning representations and world models rather than generating pixels:

 * GAIA-1: A Generative World Model for Autonomous Driving, https://arxiv.org/abs/2309.17080. This paper presents in my opinion one of the most interesting auto-regressive world models. The model is trained on unlabelled driving data and can predict many time-consistent frames into the future starting from a context.

 * The AIM serie: Scalable Pre-training of Large Autoregressive Image Models, https://arxiv.org/abs/2401.08541, Multimodal Autoregressive Pre-training of Large Vision Encoders, https://arxiv.org/abs/2411.14402. These papers demonstrate the power of self-supervised learning and auto-regressive models to learn strong visual representations.",,135,,,kZbLRG4FbS,not_in_pool_after_cutoff,Scalable Pre-training of Large Autoregressive Image Models
"The survey is very much focused on generative models and misses on some interesting papers that are more focused on learning representations and world models rather than generating pixels:

 * GAIA-1: A Generative World Model for Autonomous Driving, https://arxiv.org/abs/2309.17080. This paper presents in my opinion one of the most interesting auto-regressive world models. The model is trained on unlabelled driving data and can predict many time-consistent frames into the future starting from a context.

 * The AIM serie: Scalable Pre-training of Large Autoregressive Image Models, https://arxiv.org/abs/2401.08541, Multimodal Autoregressive Pre-training of Large Vision Encoders, https://arxiv.org/abs/2411.14402. These papers demonstrate the power of self-supervised learning and auto-regressive models to learn strong visual representations.",,135,,,kZbLRG4FbS,not_in_pool_after_cutoff,Multimodal Autoregressive Pre-training of Large Vision Encoders
"this paper missed citations of a large portion of existing related survey papers. For example,
 - Ji, Jiaming, et al. ""Ai alignment: A comprehensive survey."" arXiv preprint arXiv:2310.19852 (2023).
 - Chua, Jaymari, et al. ""Ai safety in generative ai large language models: A survey."" arXiv preprint arXiv:2407.18369 (2024).
 - Wu, Caesar, Yuan-Fang Lib, and Pascal Bouvry. ""Survey of trustworthy AI: a meta decision of AI."" arXiv preprint arXiv:2306.00380 (2023).
 - Golda, Abenezer, et al. ""Privacy and security concerns in generative AI: a comprehensive survey."" IEEE Access (2024).",,136,,,fU4VJyaMY7,not_in_pool_after_cutoff,"Ji, Jiaming, et al. ""Ai alignment: A comprehensive survey."" arXiv preprint arXiv:2310.19852 (2023)."
"this paper missed citations of a large portion of existing related survey papers. For example,
 - Ji, Jiaming, et al. ""Ai alignment: A comprehensive survey."" arXiv preprint arXiv:2310.19852 (2023).
 - Chua, Jaymari, et al. ""Ai safety in generative ai large language models: A survey."" arXiv preprint arXiv:2407.18369 (2024).
 - Wu, Caesar, Yuan-Fang Lib, and Pascal Bouvry. ""Survey of trustworthy AI: a meta decision of AI."" arXiv preprint arXiv:2306.00380 (2023).
 - Golda, Abenezer, et al. ""Privacy and security concerns in generative AI: a comprehensive survey."" IEEE Access (2024).",,136,,,fU4VJyaMY7,not_in_pool_after_cutoff,"Chua, Jaymari, et al. ""Ai safety in generative ai large language models: A survey."" arXiv preprint arXiv:2407.18369 (2024)."
"this paper missed citations of a large portion of existing related survey papers. For example,
 - Ji, Jiaming, et al. ""Ai alignment: A comprehensive survey."" arXiv preprint arXiv:2310.19852 (2023).
 - Chua, Jaymari, et al. ""Ai safety in generative ai large language models: A survey."" arXiv preprint arXiv:2407.18369 (2024).
 - Wu, Caesar, Yuan-Fang Lib, and Pascal Bouvry. ""Survey of trustworthy AI: a meta decision of AI."" arXiv preprint arXiv:2306.00380 (2023).
 - Golda, Abenezer, et al. ""Privacy and security concerns in generative AI: a comprehensive survey."" IEEE Access (2024).",,136,,,fU4VJyaMY7,not_in_pool_after_cutoff,"Wu, Caesar, Yuan-Fang Lib, and Pascal Bouvry. ""Survey of trustworthy AI: a meta decision of AI."" arXiv preprint arXiv:2306.00380 (2023)."
"this paper missed citations of a large portion of existing related survey papers. For example,
 - Ji, Jiaming, et al. ""Ai alignment: A comprehensive survey."" arXiv preprint arXiv:2310.19852 (2023).
 - Chua, Jaymari, et al. ""Ai safety in generative ai large language models: A survey."" arXiv preprint arXiv:2407.18369 (2024).
 - Wu, Caesar, Yuan-Fang Lib, and Pascal Bouvry. ""Survey of trustworthy AI: a meta decision of AI."" arXiv preprint arXiv:2306.00380 (2023).
 - Golda, Abenezer, et al. ""Privacy and security concerns in generative AI: a comprehensive survey."" IEEE Access (2024).",,136,,,fU4VJyaMY7,not_in_pool_after_cutoff,"Golda, Abenezer, et al. ""Privacy and security concerns in generative AI: a comprehensive survey."" IEEE Access (2024)."
It could be useful for the audience to discuss training and large-scale data filtering techniques such as the pipelines described in the MovieGen or Cosmos paper.,,138,,,gApPDrRgc1,not_in_pool_after_cutoff,MovieGen paper
It could be useful for the audience to discuss training and large-scale data filtering techniques such as the pipelines described in the MovieGen or Cosmos paper.,,138,,,gApPDrRgc1,not_in_pool_after_cutoff,Cosmos paper
"In the Data Processing Pipeline section, the referenced literature is relatively old, and the authors could consider introducing more recent works on video generation processes, such as Wan [1] and Hunyuan [2].",,138,,,6aVee1OBoo,not_in_pool_after_cutoff,Wan: Open and Advanced Large-Scale Video Generative Models
"In the Data Processing Pipeline section, the referenced literature is relatively old, and the authors could consider introducing more recent works on video generation processes, such as Wan [1] and Hunyuan [2].",,138,,,6aVee1OBoo,not_in_pool_after_cutoff,Hunyuan-Large: An Open-Source MoE Model with 52 Billion Activated Parameters by Tencent
"However, several billion-parameter or otherwise notable dLLMs covered by Li et al. (2025f, Aug 2025) are absent here: LLaDA-MoE[1], UltraLLaDA[2], D-DiT[3].",,139,,,9yUw388G1w,not_in_pool_after_cutoff,LLaDA-MoE
"However, several billion-parameter or otherwise notable dLLMs covered by Li et al. (2025f, Aug 2025) are absent here: LLaDA-MoE[1], UltraLLaDA[2], D-DiT[3].",,139,,,9yUw388G1w,not_in_pool_after_cutoff,UltraLLaDA
"However, several billion-parameter or otherwise notable dLLMs covered by Li et al. (2025f, Aug 2025) are absent here: LLaDA-MoE[1], UltraLLaDA[2], D-DiT[3].",,139,,,9yUw388G1w,not_in_pool_after_cutoff,D-DiT
"Limited coverage of recent works: The PEFT serving system parts could be improved by including other recent works, such as dLora (OSDI 2024). This would ensure that the survey remains up-to-date and comprehensive.",,144,,,pl4vU7dDCP,not_in_pool_after_cutoff,dLora (OSDI 2024)
"the paper does miss citations. Two of the papers I can think of are 'StyleGAN-V: A Continuous Video Generator with the Price, Image Quality and Perks of StyleGAN2 Ivan Skorokhodov, Sergey Tulyakov, Mohamed Elhoseiny' and 'INR-V: A Continuous Representation Space for Video-based Generative Tasks Bipasha Sen, Aditya Agarwal, Vinay P Namboodiri, C. V. Jawahar'.",,145,,,z8Xdl8QTAo,not_in_pool_after_cutoff,"StyleGAN-V: A Continuous Video Generator with the Price, Image Quality and Perks of StyleGAN2"
"the paper does miss citations. Two of the papers I can think of are 'StyleGAN-V: A Continuous Video Generator with the Price, Image Quality and Perks of StyleGAN2 Ivan Skorokhodov, Sergey Tulyakov, Mohamed Elhoseiny' and 'INR-V: A Continuous Representation Space for Video-based Generative Tasks Bipasha Sen, Aditya Agarwal, Vinay P Namboodiri, C. V. Jawahar'.",,145,,,z8Xdl8QTAo,not_in_pool_after_cutoff,INR-V: A Continuous Representation Space for Video-based Generative Tasks
"I think that the authors should consider citing these three papers: https://arxiv.org/abs/2401.05566, https://arxiv.org/abs/2407.15549, and https://arxiv.org/abs/2404.14461.",,148,,,73JuYbENIk,not_in_pool_after_cutoff,https://arxiv.org/abs/2401.05566
"I think that the authors should consider citing these three papers: https://arxiv.org/abs/2401.05566, https://arxiv.org/abs/2407.15549, and https://arxiv.org/abs/2404.14461.",,148,,,73JuYbENIk,not_in_pool_after_cutoff,https://arxiv.org/abs/2407.15549
"I think that the authors should consider citing these three papers: https://arxiv.org/abs/2401.05566, https://arxiv.org/abs/2407.15549, and https://arxiv.org/abs/2404.14461.",,148,,,73JuYbENIk,not_in_pool_after_cutoff,https://arxiv.org/abs/2404.14461
There are a handful of papers to cite related to this including https://proceedings.mlr.press/v139/hayase21a.html.,,148,,,73JuYbENIk,not_in_pool_after_cutoff,https://proceedings.mlr.press/v139/hayase21a.html
Missing related work: HOUDINI [1] is an earlier work that combines individual neural networks as sub-modules and learn to solve complex tasks.,,149,,,3s3h4YoxUQ,not_in_pool_after_cutoff,Houdini: Lifelong learning as program synthesis
The paper may want to discuss the recent empirical work of Skill-Mix (https://arxiv.org/abs/2310.17567) and corresponding theoretical work (https://arxiv.org/abs/2307.15936) that aim to quantify compositional learning for LLM's,,149,,,Z9sgvuKTPl,not_in_pool_after_cutoff,Skill-Mix (https://arxiv.org/abs/2310.17567)
The paper may want to discuss the recent empirical work of Skill-Mix (https://arxiv.org/abs/2310.17567) and corresponding theoretical work (https://arxiv.org/abs/2307.15936) that aim to quantify compositional learning for LLM's,,149,,,Z9sgvuKTPl,not_in_pool_after_cutoff,corresponding theoretical work (https://arxiv.org/abs/2307.15936)
The paper does not cite the SSL 'cookbook' by the META team (https://arxiv.org/abs/2304.12210) which is another large survey.,,150,,,teQHrTKaRg,not_in_pool_after_cutoff,https://arxiv.org/abs/2304.12210 (SSL cookbook)
Some recent papers used SSL for 2D visualisation -- e.g. https://arxiv.org/abs/2402.14566,,150,,,teQHrTKaRg,not_in_pool_after_cutoff,https://arxiv.org/abs/2402.14566
"Section 3.6.2: this is the only subsection in section 3 where I know the literature a little bit, and I found some clear omissions, e.g. https://www.biorxiv.org/content/10.1101/2023.08.22.554251v1 or https://arxiv.org/abs/2212.04690.",,150,,,teQHrTKaRg,not_in_pool_after_cutoff,https://www.biorxiv.org/content/10.1101/2023.08.22.554251v1
"Section 3.6.2: this is the only subsection in section 3 where I know the literature a little bit, and I found some clear omissions, e.g. https://www.biorxiv.org/content/10.1101/2023.08.22.554251v1 or https://arxiv.org/abs/2212.04690.",,150,,,teQHrTKaRg,not_in_pool_after_cutoff,https://arxiv.org/abs/2212.04690
"I think it at least needs a passing mention of how transformers can be used for the task - an encoder maps the data to a latent representation, and on the decoder side, we could use it for map/lane estimation tasks e.g. [1]",,152,,,2yHsHf4xur,not_in_pool_after_cutoff,https://arxiv.org/abs/2312.16108
([R1-R3] are all important works in this subfield but they are not mentioned at all in this survey.),,152,,,D12ocnHSAQ,not_in_pool_after_cutoff,SemanticFusion: Dense 3D semantic mapping with convolutional neural networks
([R1-R3] are all important works in this subfield but they are not mentioned at all in this survey.),,152,,,D12ocnHSAQ,not_in_pool_after_cutoff,Conceptfusion: Open-set multimodal 3d mapping
([R1-R3] are all important works in this subfield but they are not mentioned at all in this survey.),,152,,,D12ocnHSAQ,not_in_pool_after_cutoff,Hierarchical Open-Vocabulary 3D Scene Graphs for Language-Grounded Robot Navigation
"Some references are listed below but not exhaustive [1,2,3] just to provide a pointer.",,153,,,aU9AdM6H9p,not_in_pool_after_cutoff,"Zanella, Luca, et al. ""Harnessing large language models for training-free video anomaly detection."" CVPR, 2024"
"Some references are listed below but not exhaustive [1,2,3] just to provide a pointer.",,153,,,aU9AdM6H9p,not_in_pool_after_cutoff,"Zanella, Luca, et al. ""Delving into clip latent space for video anomaly recognition."" Computer Vision and Image Understanding 249 (2024): 104163"
"Some references are listed below but not exhaustive [1,2,3] just to provide a pointer.",,153,,,aU9AdM6H9p,not_in_pool_after_cutoff,"Zhang, Huaxin, et al. ""Holmes-vau: Towards long-term video anomaly understanding at any granularity."" CVPR, 2025"
"it would be helpful for the authors to update the final version with recent publications, as this is an evolving field. Suggested papers include: [1] Hybrid LLM: Cost-Efficient and Quality-Aware Query Routing, ICLR 2024. [2] Harnessing the Power of Multiple Minds: Lessons Learned from LLM Routing. [3] RouterBench: A Benchmark for Multi-LLM Routing System. [4] RouterDC: Query-Based Router by Dual Contrastive Learning for Assembling Large Language Models, NeurIPS 2024.",,154,,,LCU4aGAktV,not_in_pool_after_cutoff,"Hybrid LLM: Cost-Efficient and Quality-Aware Query Routing, ICLR 2024"
"it would be helpful for the authors to update the final version with recent publications, as this is an evolving field. Suggested papers include: [1] Hybrid LLM: Cost-Efficient and Quality-Aware Query Routing, ICLR 2024. [2] Harnessing the Power of Multiple Minds: Lessons Learned from LLM Routing. [3] RouterBench: A Benchmark for Multi-LLM Routing System. [4] RouterDC: Query-Based Router by Dual Contrastive Learning for Assembling Large Language Models, NeurIPS 2024.",,154,,,LCU4aGAktV,not_in_pool_after_cutoff,Harnessing the Power of Multiple Minds: Lessons Learned from LLM Routing
"it would be helpful for the authors to update the final version with recent publications, as this is an evolving field. Suggested papers include: [1] Hybrid LLM: Cost-Efficient and Quality-Aware Query Routing, ICLR 2024. [2] Harnessing the Power of Multiple Minds: Lessons Learned from LLM Routing. [3] RouterBench: A Benchmark for Multi-LLM Routing System. [4] RouterDC: Query-Based Router by Dual Contrastive Learning for Assembling Large Language Models, NeurIPS 2024.",,154,,,LCU4aGAktV,not_in_pool_after_cutoff,RouterBench: A Benchmark for Multi-LLM Routing System
"it would be helpful for the authors to update the final version with recent publications, as this is an evolving field. Suggested papers include: [1] Hybrid LLM: Cost-Efficient and Quality-Aware Query Routing, ICLR 2024. [2] Harnessing the Power of Multiple Minds: Lessons Learned from LLM Routing. [3] RouterBench: A Benchmark for Multi-LLM Routing System. [4] RouterDC: Query-Based Router by Dual Contrastive Learning for Assembling Large Language Models, NeurIPS 2024.",,154,,,LCU4aGAktV,not_in_pool_after_cutoff,"RouterDC: Query-Based Router by Dual Contrastive Learning for Assembling Large Language Models, NeurIPS 2024"
Some recent MoE-based model merging works [1-5] can be considered for citations and discussions. The authors need to further check other recent literature.,,154,,,LxXGacJgV6,not_in_pool_after_cutoff,Adapting Foundation Models via Training-free Dynamic Weight Interpolation.
Some recent MoE-based model merging works [1-5] can be considered for citations and discussions. The authors need to further check other recent literature.,,154,,,LxXGacJgV6,not_in_pool_after_cutoff,Efficient and effective weight-ensembling mixture of experts for multi-task model merging.
Some recent MoE-based model merging works [1-5] can be considered for citations and discussions. The authors need to further check other recent literature.,,154,,,LxXGacJgV6,not_in_pool_after_cutoff,Smile: Zero-shot sparse mixture of low-rank experts construction from pre-trained foundation models.
Some recent MoE-based model merging works [1-5] can be considered for citations and discussions. The authors need to further check other recent literature.,,154,,,LxXGacJgV6,not_in_pool_after_cutoff,Self-MoE: Towards Compositional Large Language Models with Self-Specialized Experts.
